word,pos
plan,verb
oxford gray,noun
impressionistic,adj
ocher,noun
spangle,noun
unitization,noun
smudge,verb
predominate,verb
resplendent,adj
unpleasing,adj
yellow jack,noun
finish,noun
emblem,noun
poliosis,noun
stamp,verb
desirableness,noun
ash gray,noun
feel,noun
hatch,noun
glitter,noun
sultry,adj
splotch,noun
stark,adj
purple,verb
beige,noun
mole,noun
constellate,verb
Greek cross,noun
craze,verb
grotesquerie,noun
crosshatch,verb
glamorous,adj
burn mark,noun
steel grey,noun
blonde,noun
coal black,noun
stand out,verb
beauty,noun
dapple-gray,noun
style,verb
appealingness,noun
turquoise,noun
glamour,noun
bottle green,noun
ocellus,noun
blondness,noun
toner,noun
primary colour for light,noun
decalcomania,noun
disfiguration,noun
glory,noun
winsomeness,noun
charisma,noun
decal,noun
achromatic color,noun
shade,noun
argyle,noun
triskelion,noun
chrome green,noun
tau cross,noun
frostiness,noun
face,noun
tattletale grey,noun
gamboge,noun
wheat,noun
yellow green,noun
blue,noun
grotesqueness,noun
sparkle,noun
planner,noun
bus,noun
appearance,noun
austereness,noun
chasteness,noun
fairness,noun
cardinal,noun
tawny,adj
grey,verb
Indian red,noun
warning coloration,noun
Confederate flag,noun
penoncel,noun
blue,adj
chunk,verb
mud stain,noun
designing,noun
herringbone pattern,noun
white,noun
animal magnetism,noun
draft,verb
cryptic coloration,noun
canary,noun
pallor,noun
snuff-color,noun
scorch,noun
chartreuse,adj
tone,noun
shoeshine,noun
crisscross,noun
sounding,adj
trap,noun
standard,noun
cherry,adj
shimmer,noun
adorable,adj
deformed,adj
tout ensemble,noun
blond,noun
olive green,noun
splodge,noun
amber,adj
blemish,noun
hairiness,noun
ugliness,noun
soot black,noun
puce,noun
jet black,noun
old rose,noun
urban planning,noun
satin weave,noun
signet,noun
primary colour for pigments,noun
carnation,adj
twinkly,adj
stick out,verb
Turkey red,noun
tasteful,adj
achromasia,noun
violet,adj
spectral color,noun
dusky,adj
pattern,noun
tint,verb
brilliant,adj
heraldry,noun
sunburst,noun
predomination,noun
beauteous,adj
curvaceous,adj
caramel brown,noun
rood-tree,noun
handstamp,verb
sallow,adj
jade green,noun
light,noun
bewitch,verb
royal blue,noun
brownish yellow,noun
personal appeal,noun
network topology,noun
cachet,noun
annulet,noun
mesh,noun
full phase of the moon,noun
copper color,noun
disfigurement,noun
rubify,verb
hirsutism,noun
voluptuousness,noun
Cross,noun
saltire,other
magenta,adj
brightness,noun
hatching,noun
tarnish,verb
design,noun
superannuated,adj
pastel,noun
saffron,noun
loom,verb
lemon yellow,noun
homeliness,noun
seal,noun
crimson,verb
vermilion,adj
ebonize,verb
shading,noun
Latin cross,noun
personal magnetism,noun
vivid,adj
charcoal,noun
aquamarine,noun
nebula,noun
expression,noun
emblematic,adj
dogstooth check,noun
gloss,verb
charcoal gray,noun
hideous,adj
gray,verb
tattoo,verb
strawberry mark,noun
mottle,noun
coloration,noun
scarlet,noun
maculation,noun
prettiness,noun
winsome,adj
long,adj
greenish yellow,noun
light brown,noun
fanion,noun
wanness,noun
burn,verb
flag,verb
lividness,noun
jade,noun
streamer,noun
burnt umber,noun
striate,verb
coat of arms,noun
red,adj
aqua,noun
flamboyant,adj
maize,noun
semblance,noun
henna,verb
rubric,verb
fingermark,noun
engineer,verb
parhelion,noun
black flag,noun
national flag,noun
lentigo,noun
etiolate,verb
appeal,noun
stylize,verb
adorableness,noun
ruddy,adj
off-white,noun
blueprint,verb
verdigris,noun
pearl,noun
rood,noun
glisten,verb
striation,noun
complementary,noun
hachure,noun
heather mixture,noun
check,noun
mandala,noun
pallid,adj
reddish blue,noun
chalky,adj
tinge,verb
yellow,noun
tailor,noun
colors,noun
Celtic cross,noun
comely,adj
starkness,noun
glamourise,verb
silver,verb
parhelic,adj
vermilion,verb
umber,noun
depigmentation,noun
Old Glory,noun
fashionable,adj
powder blue,noun
blot,noun
ochre,noun
Union Jack,noun
heraldic bearing,noun
brown,adj
glamourous,adj
madder,verb
complexion,verb
fawn,noun
whitehead,noun
glamorize,verb
chaste,adj
color of law,noun
pink,noun
tangerine,noun
chip,noun
pulchritudinous,adj
pearly,adj
colour,noun
tower,verb
linocut,noun
dappled-gray,noun
countenance,noun
mesh topology,noun
smirch,verb
bone,noun
carmine,adj
hoary,adj
leap out,verb
hair coloring,noun
condyloma acuminatum,noun
mark,noun
persona,noun
sky-blue,noun
hazel,adj
ecru,noun
smudge,noun
motley,noun
short,adj
bend sinister,noun
full,noun
stamp,noun
plainness,noun
color,verb
colorist,noun
greyish brown,noun
teal,noun
star topology,noun
bacterial plaque,noun
plaque,noun
tastefulness,noun
brownness,noun
raw sienna,noun
crosshatch,noun
Davy's grey,noun
fuschia,noun
totemic,adj
handsome,adj
glint,verb
yellowish green,noun
smudgy,adj
blackness,noun
damascene,adj
dun,noun
decorative,adj
good looks,noun
stria,noun
simpleness,noun
dent,verb
rise,noun
oxblood red,noun
black,verb
orangeness,noun
tinct,verb
cross,noun
redden,verb
scar,verb
charm,noun
liver spot,noun
bluish green,noun
encrimson,verb
green,adj
bend dexter,noun
peacock blue,noun
reddish purple,noun
colorise,verb
triskele,noun
iron mould,noun
peach,noun
tincture,noun
sanguine,noun
deep red,noun
birthmark,noun
personify,verb
looking,adj
carmine,verb
lustre,noun
cut,verb
Jolly Roger,noun
attractiveness,noun
bright,adj
streak,verb
grey,noun
agerasia,noun
luridness,noun
facial expression,noun
restraint,noun
macula,noun
pulchritude,noun
splash,noun
look,verb
glow,verb
curvaceousness,noun
juvenile wart,noun
lemon,noun
beige,adj
chrome red,noun
pirate flag,noun
ugly,adj
stretch mark,noun
leer,verb
Stars and Bars,noun
simplicity,noun
pinpoint,noun
glaze,verb
greyness,noun
pigment,verb
make,verb
incarnadine,verb
blotch,verb
Jerusalem cross,noun
totem pole,noun
inkiness,noun
oxford grey,noun
speckle,noun
quartering,noun
Tyrian purple,noun
colour in,verb
totem,noun
stylist,noun
scrape,noun
color in,verb
claret,noun
tricolor,noun
silver gray,noun
vividness,noun
rose,noun
new moon,noun
pallidness,noun
fesse,noun
primary color for light,noun
St. Anthony's cross,noun
tint,noun
shape,noun
coral,noun
blueness,noun
primary subtractive color for light,noun
strawberry,noun
handstamp,noun
fleck,verb
blazon,verb
luster,noun
blackjack,noun
tinting,noun
siren song,noun
cerise,noun
scratch,noun
heather,noun
twill weave,noun
jack,noun
chromatic color,noun
facula,noun
elegant,adj
handcolor,verb
weave,verb
pea green,noun
pretty,adj
paleness,noun
ultramarine,noun
desirability,noun
speed trap,noun
desirable,adj
smear,verb
tarnish,noun
patriarchal cross,noun
swarthy,adj
coral,adj
crimson,noun
Hakenkreuz,noun
engineering,noun
linear perspective,noun
spangle,verb
dapple,noun
stigma,noun
charge,noun
lividity,noun
bulla,noun
fess,noun
white,adj
jump,verb
feel,verb
gloss,noun
patch,noun
colours,noun
banding,noun
canary,adj
gray,noun
hatch,verb
hulk,noun
cigarette burn,noun
splotch,verb
reddish orange,noun
ruddiness,noun
twill,verb
blond,adj
glamor,noun
oil stain,noun
iron-grey,noun
comedo,noun
flag,noun
elaborateness,noun
pennoncelle,noun
dig,noun
logical topology,noun
phase,noun
polychrome,verb
roundel,noun
iron-gray,noun
azure,noun
coloring,noun
redness,noun
olive brown,noun
town planning,noun
gaudiness,noun
emerald,noun
grotesquery,noun
glamour,verb
ebony,noun
fussy,adj
elaborate,adj
shortness,noun
band,noun
straw,noun
caramel brown,adj
gouge,noun
voluptuous,adj
chestnut,noun
colouring,noun
flamboyance,noun
sage green,noun
port-wine stain,noun
shade,verb
hotel plan,noun
grayness,noun
steel blue,noun
freckle,verb
vanishing point,noun
charismatic,adj
brick red,noun
jump out,verb
blue,verb
sunspot,noun
format,noun
eyespot,noun
hue,noun
come across,verb
pastel,adj
achromatic colour,noun
pigmentation,noun
yellowness,noun
navy blue,noun
preciousness,noun
silver,noun
charcoal,adj
verruca,noun
Paris green,noun
fret,noun
ash grey,noun
cross of Calvary,noun
greenness,noun
touch,verb
ruby,noun
half-moon,noun
dithered colour,noun
modified American plan,noun
hairlessness,noun
olive,noun
battle flag,noun
white,verb
scarlet,adj
dithered color,noun
purplish-red,noun
scorch,verb
guise,noun
burgundy,noun
bend,noun
stripe,verb
loveliness,noun
handsomeness,noun
shimmer,verb
fleck,noun
trap,verb
tower,noun
colour of law,noun
jade,adj
sleek,adj
collar,noun
richness,noun
chocolate,noun
attractive,adj
smirch,noun
first quarter,noun
arms,noun
spot,noun
blemish,verb
hoariness,noun
pretext,noun
beguile,verb
cyan,noun
caramel,noun
pale yellow,noun
viridity,noun
full moon,noun
redundancy,noun
dark red,noun
grayish brown,noun
blackhead,noun
ding,noun
cunning,adj
apricot,noun
chromatism,noun
pretence,noun
city planning,noun
disguise,noun
crest,noun
styler,noun
streaky,adj
inkblot,noun
coating,noun
gaudy,adj
snare,verb
dental plaque,noun
indigo,noun
dappled-grey,noun
sea green,noun
canary yellow,noun
mar,noun
caramel,adj
pompadour,noun
bleach,verb
yellow,adj
apatetic coloration,noun
deformity,noun
aposematic coloration,noun
taupe,noun
retouch,verb
sultriness,noun
unattractive,adj
union,noun
design,verb
nick,noun
seal,verb
draught,verb
cute,adj
umber,adj
austere,adj
drafting,noun
device,noun
bear claw,noun
stylish,adj
complementary color,noun
powder blue,adj
topology,noun
dent,noun
oomph,noun
primary color for pigments,noun
chalk,noun
radiate,verb
Union flag,noun
blue green,noun
finishing,noun
purplish pink,noun
plan,noun
black,noun
star,noun
trendy,adj
appear,verb
pink,adj
new phase of the moon,noun
Maltese cross,noun
speck,verb
cuteness,noun
pyrograph,noun
arterial plaque,noun
nonsolid color,noun
exquisite,adj
bewitchery,noun
jazzy,adj
sundog,noun
miniate,verb
purple,noun
pinkness,noun
craze,noun
venereal wart,noun
sparkly,adj
protective coloration,noun
streak,noun
simple,adj
lentiginous,adj
gore,verb
silvery,adj
look,noun
pennant,noun
visage,noun
style,noun
spectral colour,noun
slur,noun
pass off,verb
teal,adj
copper,noun
emblazon,verb
verdigris,verb
redundant,adj
unsightliness,noun
sex appeal,noun
purplish blue,noun
orange,noun
mauve,noun
constellation,noun
severe,adj
brown,verb
longness,noun
blotch,noun
lavender,noun
check,verb
warty,adj
tailor,verb
pale,adj
harvest moon,noun
handcolour,verb
meal plan,noun
beautify,verb
coppery,adj
appealing,adj
flashiness,noun
shapelessness,noun
